                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                0.61013,                 0.6931,                0.83903,                0.95432,                0.96956,                0.99047,                0.85841,                0.47103,                0.53148,                0.72786,                0.00604,                0.00604,                0.00604
                     22,                0.58769,                0.68769,                0.81489,                0.95406,                0.96377,                0.99125,                0.84897,                0.50576,                0.65783,                0.73548,               0.005842,               0.005842,               0.005842
                     23,                0.57637,                0.69993,                0.82085,                0.95389,                0.97507,                0.98842,                0.85468,                0.45909,                0.47526,                0.71922,               0.005644,               0.005644,               0.005644
                     24,                0.57046,                0.64336,                 0.8003,                 0.9698,                0.93803,                0.98991,                  0.843,                0.47284,                0.58696,                0.70917,               0.005446,               0.005446,               0.005446
                     25,                0.61947,                0.65153,                 0.8466,                0.93274,                 0.9763,                0.98876,                0.84654,                0.47184,                0.67227,                0.71889,               0.005248,               0.005248,               0.005248
                     26,                0.56419,                0.69879,                0.81569,                0.95034,                0.97434,                0.98606,                0.86563,                 0.4265,                0.74466,                0.69666,                0.00505,                0.00505,                0.00505
                     27,                0.52901,                0.65797,                0.79877,                0.98069,                 0.9557,                0.98729,                0.86277,                0.43967,                 0.5107,                0.71039,               0.004852,               0.004852,               0.004852
                     28,                0.56472,                 0.5919,                0.81612,                0.95563,                 0.9536,                0.98191,                0.85982,                0.42954,                0.54761,                0.70399,               0.004654,               0.004654,               0.004654
                     29,                 0.5626,                0.62941,                0.80828,                 0.9833,                0.95667,                0.99273,                0.87404,                0.45792,                0.48071,                0.72339,               0.004456,               0.004456,               0.004456
                     30,                0.55967,                0.64553,                0.79742,                0.95258,                0.94968,                0.98691,                0.87513,                0.40829,                0.45698,                0.68512,               0.004258,               0.004258,               0.004258
                     31,                0.55796,                0.58182,                0.81387,                0.96028,                 0.9626,                 0.9872,                0.85696,                0.43952,                0.56168,                0.75484,                0.00406,                0.00406,                0.00406
                     32,                0.54555,                0.59445,                0.80082,                0.93402,                0.97085,                0.98506,                 0.8702,                0.41044,                0.44423,                0.68799,               0.003862,               0.003862,               0.003862
                     33,                0.51823,                0.57536,                0.78653,                0.94378,                0.97527,                0.99011,                0.88574,                0.40548,                0.40511,                0.67303,               0.003664,               0.003664,               0.003664
                     34,                0.50791,                 0.5608,                0.79372,                0.97693,                0.97092,                 0.9891,                0.87837,                0.42329,                0.43962,                0.68665,               0.003466,               0.003466,               0.003466
                     35,                  0.496,                0.50051,                 0.7672,                0.98329,                0.97002,                0.99114,                 0.8702,                0.41854,                0.41717,                0.68322,               0.003268,               0.003268,               0.003268
                     36,                0.51258,                0.52774,                0.79689,                0.97911,                0.96562,                0.98822,                0.87578,                0.40406,                0.39918,                0.67343,                0.00307,                0.00307,                0.00307
                     37,                0.49021,                0.52071,                0.77476,                 0.9717,                0.97389,                0.98885,                0.87036,                0.41711,                0.39681,                0.68036,               0.002872,               0.002872,               0.002872
                     38,                0.50134,                0.52805,                0.79591,                 0.9698,                0.98065,                0.99271,                0.87821,                0.41087,                 0.4387,                0.67372,               0.002674,               0.002674,               0.002674
                     39,                0.46686,                0.54843,                0.76325,                0.97554,                0.96186,                0.98975,                0.89174,                0.38959,                0.43785,                0.66862,               0.002476,               0.002476,               0.002476
                     40,                0.33774,                0.32494,                0.62387,                0.97636,                0.97017,                0.99186,                0.87161,                0.44817,                0.38272,                 0.6931,               0.002278,               0.002278,               0.002278
                     41,                0.34366,                0.30779,                0.61245,                0.95907,                0.95008,                0.98564,                0.88208,                0.40738,                0.47049,                 0.6697,                0.00208,                0.00208,                0.00208
                     42,                0.33243,                 0.3038,                0.60162,                0.96723,                0.97994,                0.99092,                0.87502,                0.42547,                0.40243,                0.68411,               0.001882,               0.001882,               0.001882
                     43,                0.33313,                0.27954,                0.60488,                0.97462,                0.95945,                 0.9832,                0.87802,                0.40163,                0.44615,                0.66408,               0.001684,               0.001684,               0.001684
                     44,                0.32099,                 0.2838,                0.61483,                0.98693,                0.96001,                0.98613,                0.88384,                 0.4105,                0.42317,                 0.6692,               0.001486,               0.001486,               0.001486
                     45,                0.32811,                0.27047,                0.62051,                0.98713,                0.94939,                0.98363,                0.87922,                0.40589,                0.43325,                0.66405,               0.001288,               0.001288,               0.001288
                     46,                0.31621,                0.26093,                0.61136,                 0.9773,                0.95392,                0.97924,                 0.8842,                0.38851,                0.42924,                0.66301,                0.00109,                0.00109,                0.00109
                     47,                0.30805,                0.28016,                0.60665,                0.96098,                0.95335,                0.98517,                0.88804,                0.38718,                0.44427,                0.66121,               0.000892,               0.000892,               0.000892
                     48,                0.30964,                0.25331,                0.60835,                0.97105,                0.96732,                0.98233,                 0.8919,                0.37589,                 0.4261,                0.65923,               0.000694,               0.000694,               0.000694
                     49,                0.29929,                0.24908,                0.59928,                0.95201,                0.96516,                 0.9824,                0.88705,                 0.3737,                0.43297,                0.65408,               0.000496,               0.000496,               0.000496
